0.000000	-0.100000	0.000000
-0.006342	-0.099799	0.000000
-0.012659	-0.099195	0.000000
-0.018925	-0.098193	0.000000
-0.025115	-0.096795	0.000000
-0.031203	-0.095007	0.000000
-0.037166	-0.092837	0.000000
-0.042979	-0.090293	0.000000
-0.048620	-0.087385	0.000000
-0.054064	-0.084125	0.000000
-0.059291	-0.080527	0.000000
-0.064279	-0.076604	0.000000
-0.069008	-0.072373	0.000000
-0.073459	-0.067851	0.000000
-0.077615	-0.063055	0.000000
-0.081458	-0.058006	0.000000
-0.084973	-0.052723	0.000000
-0.088145	-0.047227	0.000000
-0.090963	-0.041542	0.000000
-0.093415	-0.035689	0.000000
-0.095490	-0.029692	0.000000
-0.097181	-0.023576	0.000000
-0.098481	-0.017365	0.000000
-0.099384	-0.011084	0.000000
-0.099887	-0.004758	0.000000
-0.099987	0.001587	-0.000000
-0.099685	0.007925	-0.000000
-0.098982	0.014231	-0.000000
-0.097880	0.020481	-0.000000
-0.096384	0.026647	-0.000000
-0.094500	0.032707	-0.000000
-0.092235	0.038635	-0.000000
-0.089599	0.044407	-0.000000
-0.086603	0.050000	-0.000000
-0.083257	0.055392	-0.000000
-0.079576	0.060561	-0.000000
-0.075575	0.065486	-0.000000
-0.071269	0.070147	-0.000000
-0.066677	0.074526	-0.000000
-0.061816	0.078605	-0.000000
-0.056706	0.082368	-0.000000
-0.051368	0.085798	-0.000000
-0.045823	0.088884	-0.000000
-0.040093	0.091611	-0.000000
-0.034202	0.093969	-0.000000
-0.028173	0.095949	-0.000000
-0.022031	0.097543	-0.000000
-0.015800	0.098744	-0.000000
-0.009506	0.099547	-0.000000
-0.003173	0.099950	-0.000000
0.003173	0.099950	-0.000000
0.009506	0.099547	-0.000000
0.015800	0.098744	-0.000000
0.022031	0.097543	-0.000000
0.028173	0.095949	-0.000000
0.034202	0.093969	-0.000000
0.040093	0.091611	-0.000000
0.045823	0.088884	-0.000000
0.051368	0.085798	-0.000000
0.056706	0.082368	-0.000000
0.061816	0.078605	-0.000000
0.066677	0.074526	-0.000000
0.071269	0.070147	-0.000000
0.075575	0.065486	-0.000000
0.079576	0.060561	-0.000000
0.083257	0.055392	-0.000000
0.086603	0.050000	-0.000000
0.089599	0.044407	-0.000000
0.092235	0.038635	-0.000000
0.094500	0.032707	-0.000000
0.096384	0.026647	-0.000000
0.097880	0.020481	-0.000000
0.098982	0.014231	-0.000000
0.099685	0.007925	-0.000000
0.099987	0.001587	-0.000000
0.099887	-0.004758	0.000000
0.099384	-0.011084	0.000000
0.098481	-0.017365	0.000000
0.097181	-0.023576	0.000000
0.095490	-0.029692	0.000000
0.093415	-0.035689	0.000000
0.090963	-0.041542	0.000000
0.088145	-0.047227	0.000000
0.084973	-0.052723	0.000000
0.081458	-0.058006	0.000000
0.077615	-0.063055	0.000000
0.073459	-0.067851	0.000000
0.069008	-0.072373	0.000000
0.064279	-0.076604	0.000000
0.059291	-0.080527	0.000000
0.054064	-0.084125	0.000000
0.048620	-0.087385	0.000000
0.042979	-0.090293	0.000000
0.037166	-0.092837	0.000000
0.031203	-0.095007	0.000000
0.025115	-0.096795	0.000000
0.018925	-0.098193	0.000000
0.012659	-0.099195	0.000000
0.006342	-0.099799	0.000000
0.000000	-0.100000	0.000000
